id,BILL_SUB_SYS,RECORD STATUS,ORDER TYPE,ORDER NUMBER,PHONE NUMBER,BILL WITH NUMBER,NAME FORMAT,LAST NAME,FIRST NAME,CUSTOMER NEGOTIATED,PLANNING SCHEDULE,DUE TIME,EST. WORK UNITS,ACTIVE CONTACT DATE,ACTIVE CONTACT TIME,ACTIVE DUE YEAR,ACTIVE DUE MONTH,ACTIVE DUE DAY,ACTIVE ISR DATE,ACTIVE NOT COMPLETE CODE,ISSUED BY EMP NUMBER,EFF. COMP. DATE,ACT. COMP. DATE,COMPLETION TIME,S/O CREATED,S/O POSTED,ASSIGNED TO,COMPLETED BY,WORK ORDER,BEGINNING WORK DATE,MILES DRIVEN,HOURS WORKED,RESIDENTIAL Y/N,ISR CODE,UPDATE CODE,PRINTED Y/N,FLAGGED FOR PRINT Y/N,PHYSICAL ADDRESS CONTROL #,STATE,CITY,SUBDIVISION,STREET NAME,STREET SUBTITLE,STREET DIRECTION,STREET NUMBER,ST. SUBDESCRIPTION,BUILDING NUMBER,BUILDING SUB NUMBER,BILLING CYCLE,PRINT AT LOCATION 1,PRINT AT LOCATION 2,PRINT AT LOCATION 3,PRINT AT LOCATION 4,PRINT AT LOCATION 5,PRINT AT LOCATION 6,PRINT AT LOCATION 7,PRINT AT LOCATION 8,PRINT AT LOCATION 9,PRINT AT LOCATION 10,PRINT AT LOCATION 11,PRINT AT LOCATION 12,PRINT AT LOCATION 13,PRINT AT LOCATION 14,PRINT AT LOCATION 15,PRINT AT LOCATION 16,PRINT AT LOCATION 17,PRINT AT LOCATION 18,PRINT AT LOCATION 19,PRINT AT LOCATION 20,NOT USED FLAG #01,AUTO ASSIGN BILL CYCLE M/A,Order Origination Code,NOT USED FLAG #04,NOT USED FLAG #05,Alt. Phone# Tfr Order#,Sold By Employee#,Account PIN#,STAGE CODE,SAM SEQUENCE #,BUILDING NAME,TC WORK STATUS,TC WORK CHANGE DATE,TC WORK CHANGE TIME,WAM WORK STATUS,WAM WORK CHANGE DATE,WAM WORK CHANGE TIME,FRME WORK STATUS,FRAME WORK CHANGE DATE,FRAME WORK CHANGE TIME,PLANT TRAIT CODE,AUTO STAGED Y/N,NEW CONSTRUCTION Y/N,TECH NOTES INCLUDED Y/N,PRIMARY SERVICE FLAG,Begin Work Time,End Work Date,End Work Time,Allow Order Deactivate,Deactivate Date,Deactivate Time,Deactivate User,Customer will Advise? Y/N,Channel Code,Partner Id#,Referral Id#,Lead Tracking Number,Marketing Program,Appointment Flag Y/N,HSI Flag HI/HO/HL,No Access Flag,Part of a Cut,Post Pre-Edit Flag,LAST_UPD_USER,EXT_DTTM
FT391449703,FT,,GO,391449703,6266870941,6266870941,Y,CISNEROS,LORELAI,Y,TC,1700,0,20240414,1357,2024,04,14,20201124,,668169,20201124,20201124,0,20201124,20201124,0,999999,,20201124,0,0,Y,CN,2,N,N,7185815,FL,TRS,,4TH,CIR,,3359,,0,,25,,,,,,,,,,,,,,,,,,,,,1,,L,,,,99997,2958,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT391926177,FT,,CD,391926177,8604709089,8604709089,N,PRICE,MAXIMO,N,,0,0,20240514,1457,2024,05,14,0,,331717,20220413,20220413,0,20220413,20220413,0,999999,,20220413,0,0,N,CN,2,N,N,7223184,TX,CGS,,ANN,ST,,797,BLDG 443 R,0,,16,,,,,,,,,,,,,,,,,,,,,1,,,,,,302303,7886,END,76,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT392404744,FT,,GO,392404744,2146398227,2146398227,Y,EVERETT,LONDYN,N,,0,0,20240509,1352,2024,05,09,0,,679975,20150713,20150713,0,20150713,20150713,0,999999,,20150713,0,0,Y,CN,2,N,N,6442071,FL,TPA,,CLEVELAND,PL,,16295,,0,,92,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,5772,CMT,1,,,0,0,,0,0,,0,0,,N,N,Y,Y,0,0,0,Y,0,0,,N,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT394199704,FT,,HD,394199704,8938227640,8938227640,Y,BATES,COLLIN,N,,0,0,20240415,1458,2024,04,15,0,,419936,20150423,20150423,0,20150423,20150423,0,999999,,20150423,0,0,Y,CN,2,N,N,6469873,FL,PNP,,FAIRVIEW,AVE,,3195,,0,,25,,,,,,,,,,,,,,,,,,,,,,M,,,,,999999,2971,CMT,1,,,0,0,,0,0,,0,0,,N,N,Y,Y,0,0,0,Y,0,0,,N,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT396036477,FT,,CD,396036477,7594384791,7594384791,Y,NOBLE,JAYDA,N,,0,0,20240511,1353,2024,05,11,0,,498774,0,20150905,0,20150905,20150905,0,0,,20150905,0,0,Y,CN,2,N,N,5222260,FL,SAR,,EUCLID,ST,,2329,,0,,16,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,6504,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT397358696,FT,,RI,397358696,4598298592,4598298592,Y,BRYAN,EDUARDO,N,,0,0,20240410,1446,2024,04,10,0,,830799,20221206,20221206,1500,20221130,20221206,505541,505541,,0,0,0,Y,CN,2,N,N,440396,TX,SRM,,BEECH,ST,E,806,,0,,6,,,,,,,,,,,,,,,,,,,,,1,A,5,,,,16181,1169,END,1,,N,0,0,C,20221206,150352,Y,20221120,115654,*FBRWFMREQ,A,N,,,0,0,0,N,0,0,,N,222,16468,0,0,0,Y,HI,,,P,INF_BATCH_USER,1/13/2023 2:08
FT397760654,FT,,RC,397760654,3047934162,3047934162,Y,KELLY,DELANEY,N,,0,0,20240507,1440,2024,05,07,0,,727109,0,20150804,0,20150804,20150804,0,0,,20150804,0,0,Y,CN,2,N,N,3152863,TX,PLN,,BROOK,PL,,3016,,0,,7,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,2886,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT397989958,FT,,RR,397989958,2845559111,2845559111,Y,WATSON,EMMANUEL,N,TC,1700,10,20240401,1401,2024,04,01,20171111,,334103,20171111,20171111,0,20171111,20171112,0,999999,,20171111,0,0,Y,CN,2,N,N,1069729,TX,RWL,,BANK,RD,,7410,,0,,22,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,9775,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT398481111,FT,,RO,398481111,9505183186,9505183186,Y,HUFF,MATEO,Y,ROORD,1800,0,20240411,1304,2024,04,11,20220223,,710836,20220223,20220223,1111,20220223,20220223,0,999999,,20220223,0,0,Y,CN,2,N,N,9125477,FL,BDT,,MYRTLE,CIR,,4822,,0,,13,,,,,,,,,,,,,,,,,,,,,1,,D,,,,76255,8601,END,1,,A,0,0,N,0,0,N,0,0,*STOPFOROC,M,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT399257492,FT,,HD,399257492,5619883870,5619883870,N,ODONNELL,SAMUEL,Y,TC,1700,0,20240506,1436,2024,05,06,20200117,,166678,20200117,20200117,0,20200117,20200118,0,999999,,20200117,0,0,Y,CN,2,N,N,668740,FL,DUN,,ROUTE,DR,,2266,,0,,25,,,,,,,,,,,,,,,,,,,,,1,,L,,,,99997,2165,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT402313656,FT,,CD,402313656,5064646410,5064646410,N,HUYNH,EDWIN,N,,0,0,20240524,1420,2024,05,24,0,,666971,20170317,20170317,0,20170317,20170317,0,999999,,20170317,0,0,N,CN,2,N,N,2550539,TX,GPV,,FAWN,PKY,,4303,OFC,0,,2,,,,,,,,,,,,,,,,,,,,,1,,G,,,,300930,3912,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT402880973,FT,,CD,402880973,5814423165,5814423165,Y,ANDERSON,PRINCE,N,,0,0,20240507,1415,2024,05,07,0,,921164,20190206,20190206,1417,20190206,20190206,0,999999,,0,0,0,Y,CN,2,N,N,1456345,FL,SFN,,BEECHWOOD,RD,,7014,,0,,26,,,,,,,,,,,,,,,,,,,,,1,,C,,,,506368,2270,END,1,,A,0,0,N,0,0,N,0,0,*STOPFOROC,M,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT404545825,FT,,RC,404545825,3862878136,3862878136,Y,CANNON,LOGAN,N,,0,0,20240418,1407,2024,04,18,0,,821663,0,20150428,0,20150427,20150428,0,0,,20150427,0,0,Y,CN,2,N,N,3058500,TX,GRL,,BRIARWOOD,CIR,,3438,,0,,13,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,6892,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT406460892,FT,,CC,406460892,5975435243,5975435243,Y,CARROLL,MIKAYLA,Y,RESFL,1700,0,20240522,1353,2024,05,22,20170316,,327190,20170316,20170316,0,20170315,20170316,0,999999,,20170315,0,0,Y,CN,2,N,N,9640996,FL,TPA,,ROUTE,LN,,10396,APT 21,0,,7,,,,,,,,,,,,,,,,,,,,,1,M,,,,,63943,2842,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,HL,,,P,INF_BATCH_USER,1/13/2023 2:08
FT407852124,FT,,CD,407852124,6027137261,6027137261,Y,ERICKSON,LUCILLE,,,0,0,20240420,1504,2024,04,20,0,,929192,20220905,20220905,705,20220905,20220905,0,77777,,0,0,0,Y,CN,2,N,N,8502326,TX,LWV,,CEDAR,DR,,2418,,0,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,4005,***,1,,N,0,0,N,0,0,N,0,0,,,,,,0,0,0,Y,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT408739125,FT,,RI,408739125,8293351968,8293351968,Y,ESPINOZA,GIANNA,N,,0,0,20240523,1427,2024,05,23,0,,723948,0,20151107,0,20151107,20151107,0,0,,20151107,0,0,Y,CN,2,N,N,8281766,FL,VEN,,FULTON,DR,,1872,,0,,91,,,,,,,,,,,,,,,,,,,,,,A,,,,,507862,1937,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT409186821,FT,,RO,409186821,8972580474,8972580474,Y,PACHECO,AUDRINA,N,,0,0,20240411,1354,2024,04,11,0,,483943,0,20151107,0,20151107,20151107,0,0,,20151107,0,0,Y,CN,2,N,N,9139888,FL,PLH,,14TH,CT,,2866,,0,,22,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,5540,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT409580641,FT,,RO,409580641,1530525859,1530525859,Y,MAYNARD,PRISCILLA,N,,0,0,20240513,1348,2024,05,13,0,,738901,20160118,20160118,0,20160118,20160118,0,999999,,20160118,0,0,Y,CN,2,N,N,796605,FL,TPA,,CEDAR,PL,,5006,,0,,92,,,,,,,,,,,,,,,,,,,,,,A,,,,,509689,3052,CMT,1,,,0,0,,0,0,,0,0,,N,N,Y,Y,0,0,0,Y,0,0,,N,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT409736195,FT,,CD,409736195,2892194702,2892194702,Y,WANG,JAELYNN,N,,0,0,20240518,1452,2024,05,18,0,,130975,20170531,20170531,0,20170525,20170531,0,999999,,0,0,0,Y,CN,2,N,N,4569647,TX,GRL,,ROSEWOOD,AVE,,215,APT 2249,0,,2,,,,,,,,,,,,,,,,,,,,,1,,X,,,,16356,3468,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT410241209,FT,,CC,410241209,3085963150,3085963150,N,ARROYO,JAZLYNN,N,,0,0,20240502,1339,2024,05,02,0,,55371,20150611,20150612,0,20150611,20150612,0,999999,,20150611,0,0,N,CN,2,N,N,1443123,TX,CLY,,6TH,BLV,,6508,STE 200,0,,10,,,,,,,,,,,,,,,,,,,,,,M,,,,,508724,2020,CMT,1,,,0,0,,0,0,,0,0,,N,N,Y,Y,0,0,0,Y,0,0,,N,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT410439368,FT,,VI,410439368,3832620804,3832620804,Y,ANDREWS,SUSAN,Y,PTC F,0,0,20240422,1518,2024,04,22,0,,443067,20160411,20160411,817,20160331,20160430,0,999999,,20160331,0,0,Y,CN,2,N,N,6610397,FL,ZHL,,ROUTE,LP,,38012,,0,,25,,,,,,,,,,,,,,,,,,,,,9,A,,,,,509699,6233,NQC,1,,,0,0,D,20160417,22111,,0,0,VIDEO PREM,M,,Y,Y,0,0,0,N,0,0,,N,200,0,0,0,0,D,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT411165140,FT,,RC,411165140,9898738961,9898738961,Y,LIVINGSTON,TOBY,N,,0,0,20240510,1428,2024,05,10,0,,596523,0,20160120,0,20160120,20160120,0,0,,20160120,0,0,Y,CN,2,N,N,3582405,FL,BDT,,8TH,ST,,6204,,0,,1,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,1743,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT412858089,FT,,CD,412858089,3590256185,3590256185,N,HAAS,JAYSON,N,,0,0,20240521,1512,2024,05,21,0,,796989,20210707,20210707,0,20210707,20210707,0,999999,,20210707,0,0,N,CN,2,N,N,7648178,FL,TPA,,5TH,DR,,8125,,0,,28,,,,,,,,,,,,,,,,,,,,,1,,G,,,,83240,9867,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT412942769,FT,,CD,412942769,1584880379,1584880379,N,COWAN,TERRY,N,,0,0,20240417,1402,2024,04,17,0,,562262,20171114,20171114,0,20171114,20171114,0,999999,,20171114,0,0,N,CN,2,N,N,8055186,FL,BDT,,5TH,PKY,,9000,,0,,19,,,,,,,,,,,,,,,,,,,,,1,,G,,,,66581,2640,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT415258824,FT,,CD,415258824,5739241264,5739241264,Y,ROBBINS,JANIYA,,,0,0,20240420,1455,2024,04,20,0,,261748,20180717,20180717,714,20180717,20180717,0,77777,,0,0,0,Y,CN,2,N,N,5777010,TX,GRL,,TAYLOR,LN,,1209,,0,,19,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,9810,***,1,,N,0,0,N,0,0,N,0,0,,,,,,0,0,0,Y,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT415753308,FT,,CC,415753308,7737355698,7737355698,Y,TRUJILLO,GAEL,N,,0,0,20240424,1441,2024,04,24,0,,520612,0,20160228,0,20160228,20160228,0,0,,20160228,0,0,Y,CN,2,N,N,9234208,TX,PLN,,PROSPECT,DR,,1209,,0,,2,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,1713,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT417373578,FT,,RO,417373578,8084025260,8084025260,Y,COOKE,JANE,Y,TC,1700,0,20240509,1246,2024,05,09,20200701,,756904,20200701,20200701,1025,20200620,20200701,0,999999,,20200701,0,0,Y,CN,2,N,N,8023104,TX,KLR,,WESTMINSTER,CT,,1604,,0,,2,,,,,,,,,,,,,,,,,,,,,1,,C,,,,82087,5257,END,1,,A,0,0,N,0,0,N,0,0,*STOPFOROC,M,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT418048517,FT,,RI,418048517,5770103693,5770103693,Y,BARR,FLETCHER,Y,WLC F,1700,0,20240405,1528,2024,04,05,20191203,,644046,20191203,20191203,1547,20191127,20191203,508440,508440,,20191203,0,0,Y,CN,2,N,N,5016791,FL,LOL,,BRANDYWINE,RD,,20908,,0,,3,,,,,,,,,,,,,,,,,,,,,1,A,D,,,,510240,9341,END,1,,N,0,0,C,20191203,145458,N,0,0,*FBRWFMREQ,A,N,,,0,0,0,N,0,0,,N,200,700721,0,0,0,Y,HI,,,P,INF_BATCH_USER,1/13/2023 2:08
FT418327383,FT,,TD,418327383,3695233467,3695233467,Y,SIMS,REAGAN,N,TC,1700,1,20240503,1340,2024,05,03,20200917,,862140,20200917,20200917,0,20200917,20200917,0,999999,,20200917,0,0,Y,RS,2,N,N,5662776,FL,SAR,,HENRY,ST,,3320,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,3440,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT418915245,FT,,CC,418915245,9409727778,9409727778,Y,QUINN,JAYLA,N,,0,0,20240413,0945,2024,04,13,0,,891924,20170727,20170727,0,20170727,20170727,0,999999,,20170727,0,0,Y,CN,2,N,N,5600274,FL,PRI,,LINCOLN,PAH,,11331,,0,,19,,,,,,,,,,,,,,,,,,,,,1,M,C,,,,67533,1324,END,1,,N,0,0,D,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT419602203,FT,,CD,419602203,9824158093,9824158093,Y,OLSEN,JASE,N,,0,0,20240513,1532,2024,05,13,0,,527771,0,20150701,0,20150701,20150701,0,0,,20150701,0,0,Y,CN,2,N,N,5263386,TX,GRL,,5TH,RD,N,110,APT 147,0,,92,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,1663,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT421401441,FT,,GO,421401441,8745863423,8745863423,N,SCHMIDT,MIRACLE,Y,TC,1700,0,20240505,1504,2024,05,05,20181128,,169436,20181128,20181128,0,20181128,20181128,0,999999,,20181128,0,0,N,CN,2,N,N,7730562,FL,SAR,,BROWN,AVE,,1557,,0,,16,,,,,,,,,,,,,,,,,,,,,1,,L,,,,99997,3976,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT421590082,FT,,CC,421590082,3622808377,3622808377,Y,ARROYO,SAVANNAH,Y,RESSH,1700,0,20240421,1437,2024,04,21,20161214,,901705,20161214,20161214,0,20161129,20161214,0,999999,,20161129,0,0,Y,CN,2,N,N,994996,TX,PLN,,7TH,PKY,,600,APT 3412,0,,25,,,,,,,,,,,,,,,,,,,,,1,M,,,,,405602,7319,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT422200780,FT,,CD,422200780,7488853382,7488853382,Y,POLLARD,JOYCE,N,,407,0,20240525,1414,2024,05,25,20160723,,154876,20160723,20160723,407,20160723,20160723,0,0,,20160723,0,0,Y,CN,2,N,N,5641208,FL,TPA,,IVY,DR,,5454,APT H,0,,16,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,3658,***,1,,N,0,0,N,0,0,N,0,0,,,N,,,0,0,0,Y,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT424044908,FT,,RC,424044908,3576816985,3576816985,Y,BRIGGS,MALIYAH,N,,0,0,20240419,1156,2024,04,19,0,,272662,0,20151109,0,20151108,20151109,0,0,,20151108,0,0,Y,CN,2,N,N,5219233,TX,GPV,,BRIARWOOD,DR,,5205,,0,,16,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,7548,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT424125777,FT,,RC,424125777,2721812065,2721812065,Y,RUIZ,TRISTIN,N,,0,0,20240510,1855,2024,05,10,0,,162601,0,20150901,0,20150901,20150901,0,0,,20150901,0,0,Y,CN,2,N,N,4940994,FL,WCH,,3RD,DR,,29311,,0,,4,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,8052,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT426407591,FT,,VP,426407591,4854584887,4854584887,N,DELEON,BRIAN,N,,0,0,20240522,1500,2024,05,22,0,,723506,20210825,20210825,1314,20200515,20210825,0,999999,,20200515,0,0,N,CN,2,N,N,9921431,TX,GRL,,CEDAR,ST,N,220,,0,,19,,,,,,,,,,,,,,,,,,,,,1,,G,,,,81091,2248,END,1,,N,0,0,N,0,0,N,0,0,,M,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT429581333,FT,,RO,429581333,3596554542,3596554542,Y,GIBBS,ANTOINE,N,,0,0,20240515,1540,2024,05,15,0,,173979,0,20160113,0,20160112,20160113,0,0,,20160112,0,0,Y,CN,2,N,N,3504890,FL,LKL,,ORCHARD,RD,,1234,LOT 159,0,,92,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,3811,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT432297826,FT,,BI,432297826,9231299569,9231299569,N,DILLON,BELLA,N,,0,75,20240508,0627,2024,05,08,0,,203907,20150410,20150413,0,20150410,20150413,0,999999,,20150410,0,0,N,CN,2,N,N,3982468,TX,PLN,,WILLOW,PKY,W,2900,BLDG PB11,0,,1,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,1944,CMT,1,,,0,0,,0,0,,0,0,,N,N,Y,Y,0,0,0,Y,0,0,,N,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT432899370,FT,,CC,432899370,9916753720,9916753720,Y,NGUYEN,ROSE,N,,0,0,20240513,1400,2024,05,13,0,,167231,0,20150813,0,20150526,20150813,0,0,,20150526,0,0,Y,CN,2,N,N,9374997,FL,SAR,,HAWTHORNE,DR,,203,,0,,22,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,4362,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT434819499,FT,,RC,434819499,7562420452,7562420452,Y,LOWERY,GREGORY,Y,JCK J,1200,0,20240508,1344,2024,05,08,20220602,,181552,20220602,20220602,942,20220525,20220602,503975,503975,,20220602,0,0,Y,CN,2,N,N,4865512,TX,RSK,,HICKORY,,,2980,,0,,10,,,,,,,,,,,,,,,,,,,,,1,,D,,,,849853,8529,END,1,,N,0,0,C,20220602,94703,N,0,0,*FRMCHG,A,N,,,0,0,0,N,0,0,,N,200,700721,0,0,0,Y,HL,,,P,INF_BATCH_USER,1/13/2023 2:08
FT438947166,FT,,VI,438947166,5154459537,5154459537,Y,DUDLEY,DAVIAN,N,,0,0,20240520,1436,2024,05,20,0,,893337,0,20150521,0,20150518,20150521,0,0,,20150518,0,0,Y,CN,2,N,N,7850564,FL,CLM,,CLAY,,,9600,LOT 440,0,,25,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,5550,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
FT442947491,FT,,HD,442947491,9142483605,9142483605,N,WATERS,LUCILLE,Y,TC,1800,0,20240503,1520,2024,05,03,20220310,,615157,20220310,20220310,0,20220307,20220311,0,999999,,20220310,0,0,N,CN,2,N,N,5510200,TX,SNG,,SHEFFIELD,ST,W,311,,0,,28,,,,,,,,,,,,,,,,,,,,,1,,L,,,,99997,5844,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT444956084,FT,,RO,444956084,4400043557,4400043557,Y,IBARRA,LILLIAN,Y,ROORD,1700,0,20240410,1417,2024,04,10,20211119,,314634,20211119,20211119,421,20211118,20211119,0,999999,,20211119,0,0,Y,CN,2,N,N,8517167,TX,BYT,,PIN,ST,,2410,,0,,13,,,,,,,,,,,,,,,,,,,,,1,,D,,,,62048,6867,END,1,,A,0,0,N,0,0,Y,20211114,152509,*STOPFOROC,M,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT445948981,FT,,CD,445948981,4415634361,4415634361,Y,BROCK,JAVON,N,,0,0,20240418,1618,2024,04,18,0,,384031,20170307,20170307,0,20170307,20170307,0,999999,,20170307,0,0,Y,CN,2,N,N,889728,FL,BDT,,CROSS,AVE,,808,UNIT 502,0,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,502983,8794,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT446049111,FT,,BO,446049111,2767008059,2767008059,N,PATRICK,HASSAN,Y,LWV I,1700,0,20240506,1346,2024,05,06,20160527,,861302,20160523,20160527,1514,20160513,20160705,0,999999,,20160513,0,0,N,CN,2,N,N,3783385,TX,LWV,,JACKSON,,,2501,BLDG 4,0,,28,,,,,,,,,,,,,,,,,,,,,1,,G,,,,302785,9933,NQC,1,,N,0,0,N,0,0,N,0,0,*NOLCREQ,M,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
FT446380571,FT,,RC,446380571,6524705356,6524705356,Y,WALLACE,ANNALISE,N,,0,0,20240509,1536,2024,05,09,0,,121088,0,20150522,0,20150522,20150522,0,0,,20150522,0,0,Y,CN,2,N,N,9480556,FL,HNC,,HOLLY,DR,,418,,0,,25,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,5665,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
