id,BILL_SUB_SYS,RECORD STATUS,ORDER TYPE,ORDER NUMBER,PHONE NUMBER,BILL WITH NUMBER,NAME FORMAT,LAST NAME,FIRST NAME,CUSTOMER NEGOTIATED,PLANNING SCHEDULE,DUE TIME,EST. WORK UNITS,ACTIVE CONTACT DATE,ACTIVE CONTACT TIME,ACTIVE DUE YEAR,ACTIVE DUE MONTH,ACTIVE DUE DAY,ACTIVE NOT COMPLETE CODE,ISSUED BY EMP NUMBER,COMPLETION TIME,ASSIGNED TO,COMPLETED BY,WORK ORDER,MILES DRIVEN,HOURS WORKED,RESIDENTIAL Y/N,ISR CODE,UPDATE CODE,PRINTED Y/N,FLAGGED FOR PRINT Y/N,PHYSICAL ADDRESS CONTROL #,STATE,CITY,SUBDIVISION,STREET NAME,STREET SUBTITLE,STREET DIRECTION,STREET NUMBER,ST. SUBDESCRIPTION,BUILDING NUMBER,BUILDING SUB NUMBER,BILLING CYCLE,PRINT AT LOCATION 1,PRINT AT LOCATION 2,PRINT AT LOCATION 3,PRINT AT LOCATION 4,PRINT AT LOCATION 5,PRINT AT LOCATION 6,PRINT AT LOCATION 7,PRINT AT LOCATION 8,PRINT AT LOCATION 9,PRINT AT LOCATION 10,PRINT AT LOCATION 11,PRINT AT LOCATION 12,PRINT AT LOCATION 13,PRINT AT LOCATION 14,PRINT AT LOCATION 15,PRINT AT LOCATION 16,PRINT AT LOCATION 17,PRINT AT LOCATION 18,PRINT AT LOCATION 19,PRINT AT LOCATION 20,NOT USED FLAG #01,AUTO ASSIGN BILL CYCLE M/A,Order Origination Code,NOT USED FLAG #04,NOT USED FLAG #05,Alt. Phone# Tfr Order#,Sold By Employee#,Account PIN#,STAGE CODE,SAM SEQUENCE #,BUILDING NAME,TC WORK STATUS,TC WORK CHANGE DATE,TC WORK CHANGE TIME,WAM WORK STATUS,WAM WORK CHANGE DATE,WAM WORK CHANGE TIME,FRME WORK STATUS,FRAME WORK CHANGE DATE,FRAME WORK CHANGE TIME,PLANT TRAIT CODE,AUTO STAGED Y/N,NEW CONSTRUCTION Y/N,TECH NOTES INCLUDED Y/N,PRIMARY SERVICE FLAG,Begin Work Time,End Work Date,End Work Time,Allow Order Deactivate,Deactivate Date,Deactivate Time,Deactivate User,Customer will Advise? Y/N,Channel Code,Partner Id#,Referral Id#,Lead Tracking Number,Marketing Program,Appointment Flag Y/N,HSI Flag HI/HO/HL,No Access Flag,Part of a Cut,Post Pre-Edit Flag,LAST_UPD_USER,EXT_DTTM
CZ937634623,CZ,,CD,937634623,1531999917,1531999917,Y,HERMAN,REUBEN,N,,0,0,1/13/2024,1517,2024,5,12,,68820,0,0,999999,,0,0,Y,CN,2,N,N,3339974,CA,BMT,,CLEVELAND,AVE,,701,APT 52,0,,26,,,,,,,,,,,,,,,,,,,,,1,,,,,,410761,3076,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ938543459,CZ,,CD,938543459,7874119430,7874119430,N,KING,SAUL,N,,0,0,1/9/2024,841,2024,4,16,,901188,0,0,999999,,0,0,N,CN,2,N,N,7101985,CA,WSM,,LAWRENCE,ST,,14481,,0,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,301133,1634,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ939389403,CZ,,RI,939389403,2123804592,2123804592,Y,WELCH,FINLEY,Y,BCS F,1700,0,1/14/2024,1333,2024,5,3,,623938,1120,508659,508659,,0,0,Y,CN,2,N,N,8526529,CA,HUB,,ROUTE,ST,,16900,APT 2,0,,8,,,,,,,,,,,,,,,,,,,,,1,A,N,,,,16181,2120,END,1,,N,0,0,C,20210608,132440,N,0,0,*FBRWFMREQ,A,N,,,0,0,0,N,0,0,,N,552,700652,0,0,0,Y,HI,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ939550808,CZ,,CD,939550808,9013999465,9013999465,Y,HOWELL,JESSE,N,,0,0,1/3/2024,626,2024,4,7,,400559,0,0,0,,0,0,Y,CN,2,N,N,4772005,CA,AZU,,2ND,AVE,S,133,,0,,19,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,9904,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ939735143,CZ,,CR,939735143,7276235950,7276235950,Y,PONCE,CLOE,N,TC,1700,1,1/18/2024,1445,2024,5,20,,348746,0,0,999999,,0,0,Y,CN,2,N,N,3494329,CA,APV,,10TH,RD,,10832,,0,,6,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,1577,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ942978266,CZ,,CD,942978266,6005798150,6005798150,N,SNYDER,DAVIAN,N,,0,0,1/11/2024,1507,2024,5,18,,585118,0,0,999999,,0,0,N,CN,2,N,N,442771,CA,LAL,,PARK,DR,,741,FL 2,0,,28,,,,,,,,,,,,,,,,,,,,,2,,G,,,,409384,5245,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ943371965,CZ,,CD,943371965,3751657247,3751657247,N,BALDWIN,ALONZO,N,,0,0,1/12/2024,1408,2024,5,15,,234521,0,0,999999,,0,0,N,CN,2,N,N,1729692,CA,HSP,,DOGWOOD,,,8981,,0,,28,,,,,,,,,,,,,,,,,,,,,2,,G,,,,401504,7712,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ944475085,CZ,,RC,944475085,6514558616,6514558616,Y,BENITEZ,RHETT,N,,0,0,1/8/2024,1446,2024,4,3,,78885,0,0,0,,0,0,Y,CN,2,N,N,9847203,CA,SBR,,COLLEGE,ST,,5930,,0,,7,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,5655,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ944490721,CZ,,XO,944490721,1024387960,1024387960,N,SUTTON,KAYLIE,Y,RESSP,1700,0,1/16/2024,1430,2024,4,12,,761793,1402,0,999999,,0,0,N,CN,2,N,N,9234630,CA,TEM,,LINCOLN,,,42555,,0,,1,,,,,,,,,,,,,,,,,,,,,3,,G,,,,85560,8062,END,1,,N,0,0,N,0,0,N,0,0,,M,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ944626875,CZ,,CD,944626875,5099109216,5099109216,Y,KAUFMAN,DAYANA,N,,0,0,1/1/2024,1517,2024,4,3,,893328,0,0,0,,0,0,Y,CN,2,N,N,50586,CA,MRV,,BROAD,RD,,10901,,0,,92,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,3434,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ944741962,CZ,,TD,944741962,2135323036,2135323036,N,VINCENT,NEIL,N,TC,1700,12,1/13/2024,1452,2024,5,6,,397869,0,0,999999,,0,0,N,RS,2,N,N,4736052,CA,LAL,,ROSE,BLV,,10940,STE 1525,0,,19,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,2076,END,1,,A,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ947202354,CZ,,PO,947202354,8613419015,8613419015,Y,CONRAD,TRAVIS,Y,TC,1700,0,1/20/2024,1437,2024,5,9,,105872,0,0,999999,,0,0,Y,CN,2,N,N,4236575,CA,ONT,,MAGNOLIA,ST,E,737,,0,,28,,,,,,,,,,,,,,,,,,,,,1,,L,,,,99997,3262,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ948186852,CZ,,RI,948186852,2883014883,2883014883,Y,ROBLES,JANIAH,Y,COV F,1700,0,1/31/2024,1531,2024,4,23,,365640,1356,510442,510442,,0,0,Y,CN,2,N,N,4437299,CA,WCO,,CLEVELAND,AVE,S,656,APT D,0,,16,,,,,,,,,,,,,,,,,,,,,1,A,N,,,,16181,9989,END,1,,N,0,0,C,20190316,155957,N,0,0,*FBRWFMREQ,A,N,,,0,0,0,N,0,0,,N,217,700132,0,0,0,N,HI,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ948217516,CZ,,RC,948217516,3014716297,3014716297,Y,BOYER,MARYJANE,N,,0,0,1/30/2024,1454,2024,4,23,,862830,0,0,0,,0,0,Y,CN,2,N,N,2843957,CA,WHI,,RIDGE,ST,E,10816,,0,,92,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,8979,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ951759354,CZ,,CD,951759354,1996123560,1996123560,Y,FIGUEROA,LOGAN,N,,0,0,1/19/2024,1606,2024,4,21,,228197,0,0,999999,,0,0,Y,CN,2,N,N,6287255,CA,LAP,,SHEFFIELD,DR,,475,,0,,27,,,,,,,,,,,,,,,,,,,,,1,,,,,,505344,5848,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ953223557,CZ,,PO,953223557,4605884006,4605884006,N,RIDDLE,MARQUIS,N,,0,0,1/12/2024,1350,2024,5,11,,829366,0,0,999999,,0,0,N,CN,2,N,N,1693483,CA,SMO,,FAIRWAY,BLV,,3030,,0,,92,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,9933,CMT,1,,,0,0,,0,0,,0,0,,N,N,Y,Y,0,0,0,Y,0,0,,N,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ953281594,CZ,,CI,953281594,1206345971,1206345971,N,NGUYEN,JAIME,Y,TC,1700,0,1/21/2024,1425,2024,4,22,,933141,0,0,999999,,0,0,N,CN,2,N,N,7427680,CA,LKW,,CEMETERY,DR,,4060,,0,,4,,,,,,,,,,,,,,,,,,,,,1,M,G,,,,408681,7772,END,1,,N,0,0,N,0,0,N,0,0,,A,,,N,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ954018178,CZ,,RC,954018178,4993062632,4993062632,Y,SINGLETON,GINA,N,,0,0,1/8/2024,1417,2024,4,12,,43813,0,0,0,,0,0,Y,CN,2,N,N,1821497,CA,WHI,,LINDEN,DR,E,15550,,0,,16,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,7211,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ954790402,CZ,,RC,954790402,7837176467,7837176467,Y,LUCERO,STERLING,N,,0,0,1/7/2024,1536,2024,5,21,,553685,0,0,0,,0,0,Y,CN,2,N,N,666951,CA,OXN,,SUMMER,CT,,1410,,0,,28,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,3308,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ954826675,CZ,,CI,954826675,8590196909,8590196909,N,MOYER,CODY,Y,TC,1700,0,1/4/2024,1450,2024,5,15,,761395,0,0,999999,,0,0,N,CN,2,N,N,2875043,CA,LAL,,WALNUT,AVE,,1100,APT 4,0,,1,,,,,,,,,,,,,,,,,,,,,1,A,L,,,,99997,3040,NQC,1,,A,0,0,N,0,0,Y,20160728,105239,,A,N,,N,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ954928942,CZ,,RR,954928942,9171681441,9171681441,Y,FISHER,PHOENIX,N,TC,1700,10,1/1/2024,1444,2024,5,21,,89437,0,0,999999,,0,0,Y,CN,2,N,N,7980824,CA,LOB,,HEATHER,ST,,2755,,0,,21,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,6901,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ956361194,CZ,,GO,956361194,6162096544,6162096544,Y,ZAMORA,JAYLIN,N,,0,0,1/9/2024,1422,2024,5,14,,232991,0,0,999999,,0,0,Y,CN,2,N,N,689517,CA,PLS,,FRANKLIN,DR,,1395,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,6920,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ957000427,CZ,,KO,957000427,3285962615,3285962615,N,CASE,LAURA,N,,0,0,1/6/2024,1402,2024,4,4,,939673,0,0,999999,,0,0,N,CN,2,N,N,7690127,CA,TEM,,IVY,RD,,27555,STE 100,0,,92,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,6568,CMT,1,,,0,0,,0,0,,0,0,,N,N,Y,Y,0,0,0,Y,0,0,,N,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ958989733,CZ,,CD,958989733,9717166989,9717166989,N,OLIVER,AVERIE,N,,0,0,1/23/2024,1504,2024,4,10,,486475,0,0,999999,,0,0,N,CN,2,N,N,5921694,CA,ROH,,GREEN,AVE,,928,,0,,22,,,,,,,,,,,,,,,,,,,,,1,,G,,,,508600,8412,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ961054165,CZ,,CC,961054165,2269040486,2269040486,Y,CASTILLO,MACI,Y,RESSP,1700,0,1/11/2024,1508,2024,4,8,,783165,0,0,999999,,0,0,Y,CN,2,N,N,4022459,CA,FIR,,BEECH,ST,,4751,,0,,23,,,,,,,,,,,,,,,,,,,,,1,,C,,,,507884,7241,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,HL,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ962972706,CZ,,TD,962972706,7134304500,7134304500,Y,LANG,DANICA,N,TC,1700,1,1/24/2024,1527,2024,5,24,,332281,0,0,999999,,0,0,Y,RS,2,N,N,2876383,CA,LOB,,COLUMBIA,,E,1137,BLDG 57,0,,1,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,9786,END,2,,A,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ963205902,CZ,,CD,963205902,7719633465,7719633465,Y,KENNEDY,ALYSON,N,,0,0,1/25/2024,1357,2024,5,22,,903670,0,0,999999,,0,0,Y,CN,2,N,N,5136564,CA,CAM,,LEXINGTON,AVE,,3318,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,X,,,,914817,9582,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ964492592,CZ,,RC,964492592,4124948465,4124948465,Y,BALL,CARLEY,N,,0,0,1/12/2024,1354,2024,4,1,,281439,0,0,0,,0,0,Y,CN,2,N,N,4598400,CA,MRR,,NEW,DR,,37237,,0,,22,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,8169,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ964616619,CZ,,FV,964616619,6706392368,6706392368,Y,CHASE,DAVON,Y,FV,1700,0,1/16/2024,2003,2024,4,10,,144827,1214,0,999999,,0,0,Y,CN,2,N,N,3612289,CA,PRS,,ROUTE,AVE,,250,APT 11,0,,7,,,,,,,,,,,,,,,,,,,,,1,,C,,,,821406,2120,END,1,,A,0,0,N,0,0,N,0,0,*STOPFOROC,M,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ966327092,CZ,,RC,966327092,9840442575,9840442575,Y,TORRES,NICKOLAS,N,,0,0,1/10/2024,1501,2024,5,8,,88884,0,0,0,,0,0,Y,CN,2,N,N,3053366,CA,APV,,FIELDSTONE,RD,,21521,APT A,0,,92,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,4964,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ967599609,CZ,,RC,967599609,1601764321,1601764321,Y,CAMERON,ASHTON,N,,0,0,1/21/2024,1538,2024,5,1,,450710,0,0,0,,0,0,Y,CN,2,N,N,8591346,CA,PCO,,9TH,AVE,,10210,,0,,92,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,7801,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ967616151,CZ,,RC,967616151,2958663126,2958663126,Y,RIDDLE,DAYANARA,N,,0,0,1/15/2024,1601,2024,4,9,,723438,0,0,0,,0,0,Y,CN,2,N,N,3218544,CA,HUB,,CLINTON,ST,,16841,,0,,28,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,7211,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ969357820,CZ,,CC,969357820,6834046195,6834046195,Y,BROWNING,OWEN,N,,0,0,1/28/2024,1452,2024,5,11,,347780,0,0,0,,0,0,Y,CN,2,N,N,6534406,CA,LOB,,ACADEMY,AVE,,3531,,0,,25,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,8774,CMT,1,,,0,0,,0,0,,0,0,,,,Y,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ969712556,CZ,,CD,969712556,9827757914,9827757914,Y,MICHAEL,JORDYN,N,,0,0,1/30/2024,1407,2024,5,23,,947397,0,0,999999,,0,0,Y,CN,2,N,N,4445503,CA,MRR,,MAGNOLIA,ST,,28279,,0,,1,,,,,,,,,,,,,,,,,,,,,1,,C,,,,944122,9608,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ971618330,CZ,,RR,971618330,6874490819,6874490819,Y,DECKER,GUNNER,N,TC,1700,12,1/16/2024,2000,2024,5,18,,102927,0,0,999999,,0,0,Y,CN,2,N,N,7842118,CA,LEL,,5TH,,,25,,0,,19,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,8737,END,1,,A,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ972168165,CZ,,CC,972168165,4433235278,4433235278,Y,WALLER,EMELY,N,,0,0,1/30/2024,1533,2024,5,4,,410476,0,0,0,,0,0,Y,CN,2,N,N,5428500,CA,CAM,,NORTH,RD,,1545,,0,,22,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,2050,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ973816685,CZ,,CD,973816685,2460839101,2460839101,N,OCONNOR,LANCE,,,0,0,1/8/2024,2050,2024,5,25,,320570,815,0,77777,,0,0,N,CN,2,N,N,9804727,CA,LAL,,VIRGINIA,DR,,741,FL 2,0,,28,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,9348,***,1,,N,0,0,N,0,0,N,0,0,,,,,,0,0,0,Y,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ974074760,CZ,,CD,974074760,2452309056,2452309056,Y,HAWKINS,DARIUS,N,,0,0,1/18/2024,1359,2024,4,8,,129802,0,0,0,,0,0,Y,CN,2,N,N,761971,CA,HEM,,HIGH,AVE,S,997,,0,,7,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,6920,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ974390712,CZ,,RO,974390712,2479149741,2479149741,Y,HUYNH,TATIANA,Y,RESSP,1700,0,1/20/2024,1503,2024,4,3,,187300,0,0,999999,,0,0,Y,CN,2,N,N,6810302,CA,PAC,,PROSPECT,ST,,14717,APT 131,0,,5,,,,,,,,,,,,,,,,,,,,,1,,C,,,,503201,9710,NQC,1,,A,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ974973453,CZ,,CD,974973453,2850349572,2850349572,Y,MUNOZ,KIERAN,N,,0,0,1/9/2024,1529,2024,4,25,,634010,0,0,999999,,0,0,Y,CN,2,N,N,3570950,CA,HUB,,7TH,ST,,207,,0,,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,63940,3295,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ974980019,CZ,,CD,974980019,3530831031,3530831031,Y,CHURCH,REBECCA,N,,0,0,1/16/2024,1506,2024,5,22,,438023,0,0,0,,0,0,Y,CN,2,N,N,5055449,CA,MLR,,ASPEN,ST,,5379,,0,,5,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,6507,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ975074255,CZ,,BO,975074255,3851296472,3851296472,N,BAIRD,KEYLA,Y,RESSP,1700,0,1/18/2024,1518,2024,5,5,,929447,0,0,999999,,0,0,N,CN,2,N,N,3681401,CA,LAP,,RIVERSIDE,ST,,15844,,0,,16,,,,,,,,,,,,,,,,,,,,,5,M,,,,,82410,8940,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ976438875,CZ,,RO,976438875,7273877532,7273877532,Y,MCBRIDE,CIARA,Y,TC,1700,0,1/30/2024,1839,2024,5,11,,722044,0,0,999999,,0,0,Y,CN,2,N,N,6925265,CA,BEL,,4TH,ST,,10254,,0,,27,,,,,,,,,,,,,,,,,,,,,1,M,,,,,505773,9791,END,1,,A,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,HO,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ976512870,CZ,,CR,976512870,9348488076,9348488076,Y,ZAVALA,EUGENE,N,TC,1700,10,1/24/2024,1537,2024,4,16,,61661,0,0,999999,,0,0,Y,CN,2,N,N,2769733,CA,NOR,,SHERMAN,AVE,,11902,,0,,17,,,,,,,,,,,,,,,,,,,,,1,,R,,,,0,7445,END,1,,N,0,0,N,0,0,N,0,0,,A,N,,,0,0,0,N,0,0,,,0,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ976627167,CZ,,HD,976627167,3757865013,3757865013,N,HENSLEY,WAYLON,Y,TC,1700,0,1/3/2024,1447,2024,5,24,,638772,0,0,999999,,0,0,N,CN,2,N,N,9911604,CA,TOR,,PARK,HWY,,3615,,0,,1,,,,,,,,,,,,,,,,,,,,,1,M,G,,,,404434,5293,CQC,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ976961424,CZ,,CC,976961424,3786019692,3786019692,N,CROSS,DALTON,Y,RESSP,1700,0,1/14/2024,1357,2024,4,4,,677204,0,0,999999,,0,0,N,CN,2,N,N,2447889,CA,HSP,,MAPLE,ST,,16800,,0,,19,,,,,,,,,,,,,,,,,,,,,1,M,,,,,76051,3020,NQC,1,,A,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ977296174,CZ,,RC,977296174,3135546704,3135546704,Y,JENNINGS,TIMOTHY,N,,0,0,1/27/2024,1406,2024,4,10,,729732,0,0,0,,0,0,Y,CN,2,N,N,3998016,CA,SBR,,ROSEWOOD,ST,S,6980,UNIT B,0,,1,,,,,,,,,,,,,,,,,,,,,,A,,,,,999999,5893,CMT,1,,,0,0,,0,0,,0,0,,,,N,Y,0,0,0,Y,0,0,,,200,0,0,0,0,N,,,,,INF_BATCH_USER,1/13/2023 2:08
CZ979588278,CZ,,BO,979588278,5390824699,5390824699,N,SOSA,MARIO,Y,RESSP,1700,0,1/17/2024,1344,2024,5,25,,249398,0,0,999999,,0,0,N,CN,2,N,N,375506,CA,SAB,,SYCAMORE,ST,,3820,,0,,28,,,,,,,,,,,,,,,,,,,,,1,,G,,,,504342,3220,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ979892303,CZ,,RI,979892303,9502308059,9502308059,Y,ROSALES,JAXON,Y,COV F,1700,0,1/15/2024,1449,2024,5,17,,658726,1202,510267,510267,,0,0,Y,CN,2,N,N,8123713,CA,AZU,,LINDEN,AVE,N,342,APT 4,0,,26,,,,,,,,,,,,,,,,,,,,,1,A,C,,,,16181,6889,END,1,,A,0,0,C,20180926,140559,N,0,0,*FBRWFMREQ,A,N,,,0,0,0,N,0,0,,N,217,700132,0,0,0,Y,HI,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ980460719,CZ,,CD,980460719,5400521687,5400521687,N,PUGH,DONNA,N,,0,0,1/7/2024,1349,2024,5,11,,582907,0,0,999999,,0,0,N,CN,2,N,N,7660313,CA,LSG,,3RD,ST,,52,,0,,13,,,,,,,,,,,,,,,,,,,,,1,,,,,,53972,1224,END,1,,N,0,0,N,0,0,N,0,0,,A,,,,0,0,0,N,0,0,,N,200,0,0,0,0,,,,,P,INF_BATCH_USER,1/13/2023 2:08
CZ982742531,CZ,,CC,982742531,5718880371,5718880371,Y,HATFIELD,JACQUELINE,Y,RESSP,1700,0,1/3/2024,1506,2024,4,2,,575285,310,0,999999,,0,0,Y,CN,2,N,N,5041918,CA,MRR,,WEST,RD,,42819,,0,,2,,,,,,,,,,,,,,,,,,,,,1,,D,,,,78280,9993,END,1,,A,0,0,N,0,0,N,0,0,*STOPFOROC,M,N,,,0,0,0,N,0,0,,N,200,700721,0,0,0,,HL,,,P,INF_BATCH_USER,1/13/2023 2:08
